CharacterPath,Label,Class,PredClass
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder1\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder1\skeleton2.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder2\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder2\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder3\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder3\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder4\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder4\skeleton1.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder5\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder5\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder5\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder6\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder6\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder6\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder7\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder7\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder7\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder8\skeleton0.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder8\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder8\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder9\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder9\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder9\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder9\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder9\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder9\skeleton5.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder10\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder10\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder10\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder11\skeleton0.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder11\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder12\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder12\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder13\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder13\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder14\skeleton0.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder14\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder14\skeleton2.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder15\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder15\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder15\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder16\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder16\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder16\skeleton2.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder17\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder17\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder17\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton2.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton4.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton5.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton6.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton7.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton8.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder18\skeleton9.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder19\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder19\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder20\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder20\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder21\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder21\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder22\skeleton0.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder22\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder22\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder23\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder23\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder23\skeleton2.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder24\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder24\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder24\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder25\skeleton0.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder25\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder25\skeleton2.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder26\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder26\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder26\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder26\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder26\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder26\skeleton5.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder26\skeleton6.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder26\skeleton7.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder26\skeleton8.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder27\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder27\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder28\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder28\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder29\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder29\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder30\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder30\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder30\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder31\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder31\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder31\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder32\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder32\skeleton1.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder33\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder33\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder33\skeleton2.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder34\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder34\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder34\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder34\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder34\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder34\skeleton5.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder34\skeleton6.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder34\skeleton7.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder34\skeleton8.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder35\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder35\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder36\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder36\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder37\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder37\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder38\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder38\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder38\skeleton2.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder39\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder39\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder39\skeleton2.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder40\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder40\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder40\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder40\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder41\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder0\RowFolder41\skeleton1.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder0\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder0\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder0\skeleton2.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder1\skeleton0.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder1\skeleton1.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder1\skeleton5.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder1\skeleton6.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder1\skeleton7.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder1\skeleton8.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder2\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder2\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder2\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder2\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder3\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder3\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder3\skeleton3.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder4\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder4\skeleton1.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder4\skeleton2.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder5\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder5\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder5\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder5\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder6\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder6\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder6\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder6\skeleton3.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder7\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder7\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder7\skeleton2.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder7\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder7\skeleton4.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder7\skeleton6.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder8\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder8\skeleton7.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder8\skeleton10.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder8\skeleton12.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder9\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder9\skeleton2.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder9\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder9\skeleton5.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder9\skeleton6.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder9\skeleton7.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder10\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder10\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder10\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder10\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder11\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder11\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder11\skeleton3.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder12\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder12\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder12\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder12\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder13\skeleton0.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder13\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder13\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder13\skeleton3.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder14\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder14\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder14\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder14\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder15\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder15\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder15\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder15\skeleton3.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder16\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder16\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder16\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder16\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder17\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder17\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder17\skeleton2.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder17\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder18\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder18\skeleton1.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder18\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder18\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder19\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder19\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder19\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder19\skeleton3.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder20\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder20\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder20\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder20\skeleton3.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder20\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder21\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder21\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder21\skeleton2.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder21\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder21\skeleton4.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder22\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder22\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder22\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder22\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder23\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder23\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder23\skeleton3.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder23\skeleton4.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder23\skeleton5.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder24\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder24\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder24\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder24\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder25\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder25\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder25\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder25\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder25\skeleton5.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder26\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder26\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder26\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder26\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder27\skeleton0.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder27\skeleton1.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder27\skeleton2.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder27\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder28\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder28\skeleton2.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder28\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder28\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder29\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder29\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder29\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder29\skeleton3.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder29\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder30\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder30\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder30\skeleton3.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder30\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder31\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder31\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder31\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder31\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder31\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder31\skeleton5.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder32\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder32\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder32\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder32\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder32\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder32\skeleton5.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder33\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder33\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder33\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder33\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder33\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder34\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder34\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder34\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder34\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder35\skeleton0.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder35\skeleton1.png,0,0,5
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder35\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder35\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder36\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder36\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder36\skeleton2.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder36\skeleton3.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder36\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder37\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder38\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder38\skeleton1.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder38\skeleton2.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder38\skeleton3.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder38\skeleton4.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder38\skeleton5.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder38\skeleton6.png,0,0,14
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder39\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder39\skeleton1.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder39\skeleton3.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder1\RowFolder39\skeleton4.png,0,0,15
./Win1Year_1959/Sheet3\ColumnFolder2\RowFolder0\skeleton0.png,0,0,18
./Win1Year_1959/Sheet3\ColumnFolder2\RowFolder0\skeleton1.png,0,0,18
